Date,Open,High,Low,Close,Adj Close,Volume
1991-06-14,null,null,null,null,null,null
1991-06-17,27.847000,27.847000,27.248199,27.397900,5.044763,0
1991-06-18,27.847000,28.445900,27.397900,28.296200,5.210166,0
1991-06-19,28.146500,28.745300,27.996700,28.296200,5.210166,0
1991-06-20,28.745300,29.643600,28.745300,29.044800,5.348006,0
1991-06-21,null,null,null,null,null,null
1991-06-24,29.643600,29.793301,27.397900,27.547600,5.072327,0
1991-06-25,27.248199,27.996700,27.248199,27.996700,5.155020,0
1991-06-26,27.697300,28.296200,26.050400,26.649300,4.906923,0
1991-06-27,26.649300,28.146500,26.349899,28.146500,5.182602,0
1991-06-28,28.445900,28.745300,26.799000,27.098499,4.989633,0
1991-07-01,null,null,null,null,null,null
1991-07-02,27.996700,28.296200,27.697300,28.146500,5.182602,0
1991-07-03,28.146500,28.296200,27.397900,27.847000,5.127455,0
1991-07-04,27.547600,27.697300,26.948700,27.248199,5.017198,0
1991-07-05,27.547600,28.445900,27.547600,27.847000,5.127455,0
1991-07-08,27.547600,28.296200,27.547600,27.847000,5.127455,0
1991-07-09,27.847000,28.445900,27.847000,28.296200,5.210166,0
1991-07-10,29.344200,29.793301,29.044800,29.044800,5.348006,0
1991-07-11,28.745300,30.242500,28.745300,29.943100,5.513409,0
1991-07-12,30.541901,30.841299,29.643600,29.943100,5.513409,0
1991-07-15,29.493900,29.793301,29.044800,29.044800,5.348006,0
1991-07-16,28.745300,29.643600,28.595600,29.493900,5.430698,0
1991-07-17,29.643600,29.943100,29.044800,29.344200,5.403135,0
1991-07-18,null,null,null,null,null,null
1991-07-19,29.044800,29.493900,29.044800,29.344200,5.403135,0
1991-07-22,29.044800,29.194500,28.445900,28.745300,5.292859,0
1991-07-23,null,null,null,null,null,null
1991-07-24,28.895000,29.493900,28.745300,28.895000,5.320423,0
1991-07-25,29.344200,30.541901,29.344200,30.242500,5.568538,0
1991-07-26,31.140800,32.637901,30.841299,31.290501,5.761507,0
1991-07-29,31.440201,33.236801,31.440201,31.889400,5.871780,0
1991-07-30,31.140800,31.889400,31.140800,31.589899,5.816634,0
1991-07-31,30.841299,31.589899,30.392200,31.140800,5.733942,0
1991-08-01,31.290501,32.188801,31.290501,31.739599,5.844199,0
1991-08-02,32.338501,32.338501,31.440201,31.739599,5.844199,0
1991-08-05,31.140800,32.937401,30.841299,32.338501,5.954473,0
1991-08-06,null,null,null,null,null,null
1991-08-07,33.536201,34.135101,32.787601,33.087101,6.092312,0
1991-08-08,32.637901,33.236801,31.440201,33.087101,6.092312,0
1991-08-09,33.087101,33.985401,33.087101,33.685902,6.202569,0
1991-08-12,34.135101,34.883701,33.536201,34.584202,6.367974,0
1991-08-13,35.782001,36.380798,35.632198,35.931702,6.616089,0
1991-08-14,36.231098,36.829899,35.931702,36.530499,6.726344,0
1991-08-15,null,null,null,null,null,null
1991-08-16,37.129398,37.428799,36.380798,36.829899,6.781472,0
1991-08-19,37.728199,38.027699,36.231098,36.829899,6.781472,0
1991-08-20,36.231098,36.829899,35.782001,36.081402,6.643652,0
1991-08-21,35.482498,36.530499,35.482498,36.380798,6.698780,0
1991-08-22,37.728199,38.027699,37.279099,37.428799,6.891747,0
1991-08-23,37.279099,38.776199,36.979698,38.177399,7.029587,0
1991-08-26,39.075699,40.123699,38.925999,39.824299,7.332830,0
1991-08-27,39.225399,39.674500,39.075699,39.524799,7.277684,0
1991-08-28,39.524799,40.123699,39.524799,39.824299,7.332830,0
1991-08-29,null,null,null,null,null,null
1991-08-30,38.476799,39.524799,38.327099,39.225399,7.222556,0
1991-09-02,null,null,null,null,null,null
1991-09-03,38.925999,39.524799,38.626499,38.776199,7.139844,0
1991-09-04,38.327099,38.925999,38.027699,38.626499,7.112280,0
1991-09-05,39.375099,39.973999,39.075699,39.674500,7.305248,0
1991-09-06,39.824299,40.572800,39.824299,39.824299,7.332830,0
1991-09-09,null,null,null,null,null,null
1991-09-10,39.524799,40.273399,39.375099,39.375099,7.250120,0
1991-09-11,null,null,null,null,null,null
1991-09-12,null,null,null,null,null,null
1991-09-13,39.824299,40.423100,39.225399,40.273399,7.415523,0
1991-09-16,41.021999,41.171700,40.423100,41.021999,7.553362,0
1991-09-17,40.423100,40.423100,39.524799,39.973999,7.360394,0
1991-09-18,39.824299,40.722500,39.524799,39.674500,7.305248,0
1991-09-19,null,null,null,null,null,null
1991-09-20,40.123699,40.123699,38.626499,38.925999,7.167427,0
1991-09-23,null,null,null,null,null,null
1991-09-24,38.626499,38.626499,37.728199,38.327099,7.057151,0
1991-09-25,38.027699,38.776199,38.027699,38.177399,7.029587,0
1991-09-26,37.728199,38.027699,36.380798,36.829899,6.781472,0
1991-09-27,37.728199,39.075699,37.728199,39.075699,7.194991,0
1991-09-30,39.524799,39.674500,38.626499,38.776199,7.139844,0
1991-10-01,38.925999,38.925999,38.027699,38.476799,7.084715,0
1991-10-02,null,null,null,null,null,null
1991-10-03,37.428799,37.728199,37.129398,37.428799,6.891747,0
1991-10-04,36.829899,37.428799,35.931702,36.231098,6.671216,0
1991-10-07,36.979698,37.728199,36.979698,37.129398,6.836619,0
1991-10-08,null,null,null,null,null,null
1991-10-09,36.231098,36.829899,35.931702,36.829899,6.781472,0
1991-10-10,37.428799,38.327099,37.129398,37.877998,6.974458,0
1991-10-11,37.578499,38.327099,37.578499,37.877998,6.974458,0
1991-10-14,38.027699,38.027699,36.979698,37.428799,6.891747,0
1991-10-15,37.279099,37.728199,36.979698,37.578499,6.919312,0
1991-10-16,37.877998,38.626499,37.877998,38.327099,7.057151,0
1991-10-17,null,null,null,null,null,null
1991-10-18,38.626499,38.776199,38.177399,38.327099,7.057151,0
1991-10-21,37.578499,38.177399,37.578499,38.177399,7.029587,0
1991-10-22,37.578499,38.177399,37.578499,38.177399,7.029587,0
1991-10-23,38.476799,38.866100,38.177399,38.806198,7.145368,0
1991-10-24,39.824299,40.423100,39.165501,39.225399,7.222556,0
1991-10-25,null,null,null,null,null,null
1991-10-28,null,null,null,null,null,null
1991-10-29,40.363201,41.081902,40.003899,41.021999,7.553362,0
1991-10-30,40.722500,40.872299,39.824299,39.824299,7.332830,0
1991-10-31,40.423100,41.321400,40.423100,40.722500,7.498214,0
1991-11-01,41.321400,41.620800,40.722500,41.171700,7.580927,0
1991-11-04,null,null,null,null,null,null
1991-11-05,41.321400,41.321400,39.973999,39.973999,7.360394,0
1991-11-06,null,null,null,null,null,null
1991-11-07,null,null,null,null,null,null
1991-11-08,40.572800,40.572800,39.674500,39.824299,7.332830,0
1991-11-11,39.524799,39.824299,38.925999,39.674500,7.305248,0
1991-11-12,39.524799,39.674500,39.075699,39.225399,7.222556,0
1991-11-13,38.626499,39.375099,38.476799,38.925999,7.167427,0
1991-11-14,38.776199,38.776199,38.327099,38.626499,7.112280,0
1991-11-15,38.027699,38.027699,36.680199,37.728199,6.946877,0
1991-11-18,36.829899,37.129398,36.081402,36.380798,6.698780,0
1991-11-19,37.129398,37.428799,36.829899,37.428799,6.891747,0
1991-11-20,37.279099,37.279099,35.332802,35.482498,6.533376,0
1991-11-21,null,null,null,null,null,null
1991-11-22,35.632198,35.632198,33.685902,34.284801,6.312846,0
1991-11-25,null,null,null,null,null,null
1991-11-26,33.985401,34.135101,32.787601,32.937401,6.064749,0
1991-11-27,32.937401,34.135101,32.937401,33.536201,6.175006,0
1991-11-28,33.236801,34.135101,33.236801,33.536201,6.175006,0
1991-11-29,33.835701,34.434502,33.835701,34.135101,6.285280,0
1991-12-02,34.584202,34.584202,33.536201,33.835701,6.230153,0
1991-12-03,33.835701,33.835701,32.787601,33.236801,6.119877,0
1991-12-04,32.937401,32.937401,32.338501,32.488201,5.982038,0
1991-12-05,32.039101,32.338501,31.440201,32.039101,5.899344,0
1991-12-06,32.338501,32.937401,32.338501,32.937401,6.064749,0
1991-12-09,32.787601,33.087101,31.739599,32.039101,5.899344,0
1991-12-10,31.739599,32.188801,31.290501,32.188801,5.926909,0
1991-12-11,32.039101,32.637901,31.889400,32.188801,5.926909,0
1991-12-12,32.338501,32.338501,31.589899,31.889400,5.871780,0
1991-12-13,null,null,null,null,null,null
1991-12-16,31.739599,33.386501,31.739599,33.236801,6.119877,0
1991-12-17,33.386501,33.536201,32.637901,32.637901,6.009603,0
1991-12-18,32.787601,33.087101,32.637901,32.787601,6.037164,0
1991-12-19,33.087101,33.835701,32.787601,33.386501,6.147440,0
1991-12-20,33.536201,33.985401,33.087101,33.536201,6.175006,0
1991-12-23,33.985401,33.985401,33.536201,33.835701,6.230153,0
1991-12-24,34.434502,34.434502,33.835701,33.985401,6.257716,0
1991-12-25,null,null,null,null,null,null
1991-12-26,null,null,null,null,null,null
1991-12-27,null,null,null,null,null,null
1991-12-30,null,null,null,null,null,null
1991-12-31,null,null,null,null,null,null
1992-01-01,34.434502,34.584202,33.685902,34.284801,6.312846,0
1992-01-02,34.733898,34.733898,33.835701,34.284801,6.312846,0
1992-01-03,34.733898,35.632198,34.733898,35.033401,6.450685,0
1992-01-06,35.782001,35.782001,34.584202,34.733898,6.395537,0
1992-01-07,34.434502,34.733898,33.835701,34.434502,6.340409,0
1992-01-08,34.135101,34.883701,33.985401,34.584202,6.367974,0
1992-01-09,34.584202,34.584202,34.135101,34.284801,6.312846,0
1992-01-10,null,null,null,null,null,null
1992-01-13,34.135101,36.979698,34.135101,35.931702,6.616089,0
1992-01-14,35.632198,36.380798,35.332802,36.231098,6.671216,0
1992-01-15,37.129398,37.129398,36.231098,36.530499,6.726344,0
1992-01-16,35.931702,36.380798,35.632198,35.632198,6.560939,0
1992-01-17,null,null,null,null,null,null
1992-01-20,34.733898,35.482498,34.733898,35.332802,6.505811,0
1992-01-21,37.129398,37.578499,36.231098,36.530499,6.726344,0
1992-01-22,36.231098,36.829899,36.081402,36.680199,6.753909,0
1992-01-23,38.327099,38.327099,37.129398,37.279099,6.864182,0
1992-01-24,36.829899,37.279099,36.530499,36.829899,6.781472,0
1992-01-27,36.231098,36.829899,36.081402,36.530499,6.726344,0
1992-01-28,null,null,null,null,null,null
1992-01-29,36.530499,37.279099,36.530499,37.129398,6.836619,0
1992-01-30,37.578499,38.626499,37.129398,38.327099,7.057151,0
1992-01-31,37.728199,38.476799,37.578499,38.177399,7.029587,0
1992-02-03,35.931702,37.728199,35.931702,36.530499,6.726344,0
1992-02-04,36.530499,37.428799,36.530499,37.428799,6.891747,0
1992-02-05,37.728199,38.327099,37.129398,37.728199,6.946877,0
1992-02-06,38.327099,38.327099,37.428799,38.027699,7.002022,0
1992-02-07,38.327099,38.925999,36.829899,37.129398,6.836619,0
1992-02-10,37.129398,37.728199,36.530499,37.428799,6.891747,0
1992-02-11,null,null,null,null,null,null
1992-02-12,38.925999,39.524799,38.027699,38.027699,7.002022,0
1992-02-13,37.728199,38.925999,37.728199,38.925999,7.167427,0
1992-02-14,null,null,null,null,null,null
1992-02-17,39.225399,41.321400,38.925999,41.321400,7.608490,0
1992-02-18,41.321400,41.471100,40.423100,40.423100,7.443087,0
1992-02-19,40.123699,40.123699,38.327099,39.824299,7.332830,0
1992-02-20,40.123699,41.021999,39.824299,40.273399,7.415523,0
1992-02-21,39.524799,41.021999,39.225399,40.572800,7.470651,0
1992-02-24,41.321400,41.321400,40.273399,40.722500,7.498214,0
1992-02-25,null,null,null,null,null,null
1992-02-26,42.519100,44.016300,42.519100,43.118000,7.939297,0
1992-02-27,44.914600,47.160301,43.716900,46.112301,8.490637,0
1992-02-28,47.908901,48.807201,45.513401,48.507702,8.931703,0
1992-03-02,52.100899,52.100899,48.507702,50.903198,9.372785,0
1992-03-03,50.304298,52.100899,49.705502,51.202599,9.427912,0
1992-03-04,null,null,null,null,null,null
1992-03-05,null,null,null,null,null,null
1992-03-06,null,null,null,null,null,null
1992-03-09,null,null,null,null,null,null
1992-03-10,49.106602,49.106602,45.513401,48.507702,8.931703,0
1992-03-11,44.914600,47.908901,44.914600,46.711201,8.600911,0
1992-03-12,47.609501,49.106602,47.310001,48.507702,8.931703,0
1992-03-13,48.507702,50.304298,48.507702,49.705502,9.152250,0
1992-03-16,50.304298,51.501999,50.304298,50.304298,9.262507,0
1992-03-17,50.304298,51.501999,50.304298,50.304298,9.262507,0
1992-03-18,49.705502,50.903198,48.507702,49.106602,9.041976,0
1992-03-19,null,null,null,null,null,null
1992-03-20,49.705502,49.705502,48.807201,49.705502,9.152250,0
1992-03-23,null,null,null,null,null,null
1992-03-24,52.699799,57.490700,51.501999,55.095200,10.144654,0
1992-03-25,52.100899,57.490700,52.100899,57.490700,10.585738,0
1992-03-26,null,null,null,null,null,null
1992-03-27,55.694099,56.292900,52.100899,56.292900,10.365186,0
1992-03-30,62.880402,62.880402,58.688400,59.886101,11.026799,0
1992-03-31,61.682701,64.677002,61.083801,61.083801,11.247332,0
1992-04-01,null,null,null,null,null,null
1992-04-02,62.880402,65.275803,60.784401,61.682701,11.357605,0
1992-04-03,59.886101,64.677002,58.089500,61.682701,11.357605,0
1992-04-06,60.485001,60.784401,58.089500,60.485001,11.137075,0
1992-04-07,59.287201,61.083801,58.987801,61.083801,11.247332,0
1992-04-08,61.083801,70.066704,61.083801,70.066704,12.901351,0
1992-04-09,null,null,null,null,null,null
1992-04-10,68.270203,69.467903,67.072403,68.869003,12.680818,0
1992-04-13,65.874702,67.072403,63.479301,63.479301,11.688415,0
1992-04-14,null,null,null,null,null,null
1992-04-15,null,null,null,null,null,null
1992-04-16,null,null,null,null,null,null
1992-04-17,null,null,null,null,null,null
1992-04-20,null,null,null,null,null,null
1992-04-21,null,null,null,null,null,null
1992-04-22,64.677002,71.264503,64.677002,71.264503,13.121899,0
1992-04-23,null,null,null,null,null,null
1992-04-24,null,null,null,null,null,null
1992-04-27,null,null,null,null,null,null
1992-04-28,63.479301,63.479301,57.490700,60.485001,11.137075,0
1992-04-29,59.886101,61.083801,56.891800,59.886101,11.026799,0
1992-04-30,58.089500,64.078102,58.089500,63.479301,11.688415,0
1992-05-01,null,null,null,null,null,null
1992-05-04,null,null,null,null,null,null
1992-05-05,null,null,null,null,null,null
1992-05-06,56.891800,59.886101,55.095200,59.287201,10.916524,0
1992-05-07,60.485001,61.083801,58.688400,59.886101,11.026799,0
1992-05-08,null,null,null,null,null,null
1992-05-11,57.490700,57.490700,55.095200,56.891800,10.475462,0
1992-05-12,55.095200,55.694099,52.100899,53.298599,9.813846,0
1992-05-13,55.694099,58.688400,55.095200,55.694099,10.254929,0
1992-05-14,56.292900,56.292900,52.699799,54.496300,10.034378,0
1992-05-15,null,null,null,null,null,null
1992-05-18,54.496300,56.292900,53.897499,53.897499,9.924122,0
1992-05-19,55.095200,56.292900,53.897499,55.694099,10.254929,0
1992-05-20,54.496300,55.694099,54.196899,55.095200,10.144654,0
1992-05-21,null,null,null,null,null,null
1992-05-22,51.501999,54.196899,51.501999,53.897499,9.924122,0
1992-05-25,53.298599,53.897499,52.699799,52.999199,9.758719,0
1992-05-26,52.100899,52.100899,50.304298,50.903198,9.372785,0
1992-05-27,52.699799,52.699799,49.106602,49.705502,9.152250,0
1992-05-28,49.106602,49.705502,45.513401,49.106602,9.041976,0
1992-05-29,48.507702,50.453999,47.609501,48.807201,8.986850,0
1992-06-01,47.310001,49.705502,47.310001,49.405998,9.097101,0
1992-06-02,49.106602,52.699799,49.106602,52.400299,9.648442,0
1992-06-03,52.100899,53.298599,50.603802,50.903198,9.372785,0
1992-06-04,49.705502,51.501999,49.705502,50.903198,9.372785,0
1992-06-05,49.106602,52.699799,49.106602,51.202599,9.427912,0
1992-06-08,50.004902,52.100899,50.004902,50.903198,9.372785,0
1992-06-09,50.903198,53.897499,50.903198,52.400299,9.648442,0
1992-06-10,51.501999,53.598099,51.501999,52.699799,9.703588,0
1992-06-11,null,null,null,null,null,null
1992-06-12,null,null,null,null,null,null
1992-06-15,null,null,null,null,null,null
1992-06-16,null,null,null,null,null,null
1992-06-17,null,null,null,null,null,null
1992-06-18,null,null,null,null,null,null
1992-06-19,null,null,null,null,null,null
1992-06-22,null,null,null,null,null,null
1992-06-23,null,null,null,null,null,null
1992-06-24,null,null,null,null,null,null
1992-06-25,50.903198,51.501999,50.603802,51.501999,9.483039,0
1992-06-26,null,null,null,null,null,null
1992-06-29,null,null,null,null,null,null
1992-06-30,null,null,null,null,null,null
1992-07-01,null,null,null,null,null,null
1992-07-02,null,null,null,null,null,null
1992-07-03,null,null,null,null,null,null
1992-07-06,null,null,null,null,null,null
1992-07-07,null,null,null,null,null,null
1992-07-08,null,null,null,null,null,null
1992-07-09,null,null,null,null,null,null
1992-07-10,null,null,null,null,null,null
1992-07-13,null,null,null,null,null,null
1992-07-14,null,null,null,null,null,null
1992-07-15,46.112301,46.112301,46.112301,46.112301,8.490637,0
1992-07-16,44.914600,44.914600,43.118000,43.118000,7.939297,0
1992-07-17,41.920300,42.519100,39.524799,41.920300,7.718765,0
1992-07-20,42.519100,43.118000,40.722500,41.920300,7.718765,0
1992-07-21,41.920300,43.118000,41.920300,43.118000,7.939297,0
1992-07-22,41.920300,42.519100,41.021999,41.321400,7.608490,0
1992-07-23,40.123699,40.123699,36.829899,37.129398,6.836619,0
1992-07-24,null,null,null,null,null,null
1992-07-27,37.728199,39.524799,37.728199,38.925999,7.167427,0
1992-07-28,39.524799,40.123699,38.925999,39.524799,7.277684,0
1992-07-29,38.925999,39.524799,37.728199,37.728199,6.946877,0
1992-07-30,37.728199,37.728199,36.530499,37.728199,6.946877,0
1992-07-31,37.728199,38.327099,37.428799,38.327099,7.057151,0
1992-08-03,37.428799,38.027699,36.680199,38.027699,7.002022,0
1992-08-04,37.728199,37.877998,36.829899,37.728199,6.946877,0
1992-08-05,37.728199,37.728199,37.129398,37.728199,6.946877,0
1992-08-06,37.428799,37.728199,35.632198,35.632198,6.560939,0
1992-08-07,36.530499,37.428799,35.931702,37.428799,6.891747,0
1992-08-10,37.428799,37.428799,36.530499,37.129398,6.836619,0
1992-08-11,37.428799,37.728199,36.829899,37.279099,6.864182,0
1992-08-12,36.231098,37.428799,36.231098,37.129398,6.836619,0
1992-08-13,null,null,null,null,null,null
1992-08-14,38.027699,38.925999,37.428799,38.327099,7.057151,0
1992-08-17,38.626499,40.123699,38.626499,39.225399,7.222556,0
1992-08-18,39.225399,40.123699,38.925999,40.123699,7.387959,0
1992-08-19,41.021999,41.920300,40.722500,40.722500,7.498214,0
1992-08-20,40.722500,41.321400,40.123699,40.423100,7.443087,0
1992-08-21,39.824299,40.423100,39.225399,40.423100,7.443087,0
1992-08-24,40.123699,41.321400,40.123699,40.722500,7.498214,0
1992-08-25,40.123699,40.273399,38.925999,39.075699,7.194991,0
1992-08-26,38.925999,38.925999,37.428799,38.776199,7.139844,0
1992-08-27,38.327099,39.225399,37.728199,38.626499,7.112280,0
1992-08-28,39.524799,41.021999,38.925999,41.021999,7.553362,0
1992-08-31,null,null,null,null,null,null
1992-09-01,41.321400,42.818600,41.021999,41.620800,7.663618,0
1992-09-02,40.123699,41.321400,40.123699,40.423100,7.443087,0
1992-09-03,41.321400,41.321400,40.423100,40.722500,7.498214,0
1992-09-04,40.722500,41.920300,40.423100,41.620800,7.663618,0
1992-09-07,41.321400,43.417400,41.021999,42.519100,7.829023,0
1992-09-08,41.620800,43.118000,41.620800,42.519100,7.829023,0
1992-09-09,43.118000,45.214001,42.818600,44.914600,8.270104,0
1992-09-10,null,null,null,null,null,null
1992-09-11,44.615200,44.914600,43.716900,43.716900,8.049577,0
1992-09-14,43.716900,44.914600,42.818600,44.315701,8.159829,0
1992-09-15,46.112301,46.112301,44.914600,45.513401,8.380361,0
1992-09-16,44.615200,45.812901,44.615200,44.914600,8.270104,0
1992-09-17,44.914600,44.914600,43.716900,44.315701,8.159829,0
1992-09-18,43.417400,43.716900,42.818600,43.118000,7.939297,0
1992-09-21,42.219700,42.519100,41.471100,41.920300,7.718765,0
1992-09-22,41.620800,43.118000,41.620800,42.519100,7.829023,0
1992-09-23,null,null,null,null,null,null
1992-09-24,43.118000,43.716900,42.219700,42.519100,7.829023,0
1992-09-25,null,null,null,null,null,null
1992-09-28,43.118000,43.118000,41.620800,42.519100,7.829023,0
1992-09-29,42.219700,42.219700,41.620800,41.920300,7.718765,0
1992-09-30,41.920300,43.417400,41.920300,43.417400,7.994427,0
1992-10-01,43.417400,44.315701,43.118000,43.716900,8.049577,0
1992-10-02,null,null,null,null,null,null
1992-10-05,null,null,null,null,null,null
1992-10-06,43.118000,43.118000,42.219700,43.118000,7.939297,0
1992-10-07,null,null,null,null,null,null
1992-10-08,42.519100,42.818600,42.219700,42.519100,7.829023,0
1992-10-09,43.716900,43.716900,43.118000,43.118000,7.939297,0
1992-10-12,42.519100,42.519100,41.620800,42.519100,7.829023,0
