Date,Open,High,Low,Close,Adj Close,Volume
2012-06-18,316.500000,318.049988,311.944000,313.862000,174.327118,710072
2012-06-19,312.500000,313.212006,307.037994,309.819000,172.081497,679992
2012-06-20,310.000000,310.600006,306.862000,308.830994,171.532776,563008
2012-06-21,306.875000,312.681000,305.287994,311.524994,173.029083,457992
2012-06-22,306.125000,310.531006,305.375000,309.388000,171.842163,1230912
2012-06-25,310.500000,311.181000,307.375000,308.544006,171.373367,1525112
2012-06-26,306.875000,307.000000,303.912994,305.312012,169.578232,638704
2012-06-27,306.381012,309.250000,305.256012,308.569000,171.387253,393648
2012-06-28,309.375000,312.006012,306.424988,309.087006,171.674957,1437440
2012-06-29,311.263000,314.375000,309.375000,312.819000,173.747803,462144
2012-07-02,312.125000,314.875000,311.381012,312.638000,173.647278,378384
2012-07-03,313.750000,314.000000,309.625000,311.968994,173.275696,397440
2012-07-04,312.000000,313.037994,308.750000,309.912994,172.133728,609984
2012-07-05,310.000000,310.894012,308.125000,310.024994,172.195953,1009608
2012-07-06,311.125000,311.125000,304.888000,305.480988,169.672073,576264
2012-07-09,303.750000,308.625000,300.375000,304.600006,169.182770,475232
2012-07-10,306.250000,307.750000,304.500000,307.388000,170.731277,386480
2012-07-11,306.237000,312.924988,305.500000,308.294006,171.234512,1071184
2012-07-12,283.750000,285.000000,277.006012,283.156006,157.272217,9952032
2012-07-13,279.962006,282.325012,277.513000,278.475006,154.672272,2603192
2012-07-16,279.875000,280.256012,270.500000,271.575012,150.839813,2808040
2012-07-17,273.125000,274.712006,270.375000,271.355988,150.718170,2063072
2012-07-18,271.625000,273.662994,270.437988,271.975006,151.061996,780944
2012-07-19,275.000000,281.062012,274.375000,280.355988,155.716995,1454384
2012-07-20,280.625000,280.625000,275.743988,277.200012,153.964111,694736
2012-07-23,275.000000,276.250000,272.625000,273.269012,151.780731,669176
2012-07-24,274.975006,276.375000,270.787994,271.169006,150.614319,551208
2012-07-25,271.875000,272.487000,268.750000,270.975006,150.506592,910336
2012-07-26,270.875000,270.875000,262.705994,265.625000,147.535049,1385896
2012-07-27,270.138000,270.600006,263.894012,268.605988,149.190750,693312
2012-07-30,269.406006,276.875000,269.406006,276.181000,153.398148,668504
2012-07-31,276.250000,279.037994,273.138000,278.424988,154.644485,690920
2012-08-01,278.625000,278.980988,275.250000,277.381012,154.064651,412256
2012-08-02,276.875000,278.500000,274.625000,275.730988,153.148163,252880
2012-08-03,274.750000,277.500000,273.263000,276.162994,153.388092,450384
2012-08-06,277.000000,279.125000,275.937988,276.694000,153.683075,282392
2012-08-07,278.250000,283.562012,278.024994,281.962006,156.609039,740696
2012-08-08,283.500000,286.375000,282.394012,285.237000,158.428040,1002288
2012-08-09,285.750000,288.743988,283.888000,284.875000,158.226974,603808
2012-08-10,284.500000,290.000000,283.125000,289.144012,160.598129,630184
2012-08-13,287.750000,291.250000,287.519012,289.862000,160.996902,368304
2012-08-14,289.000000,291.750000,286.250000,291.243988,161.764496,421000
2012-08-16,291.243988,291.243988,287.774994,289.281006,160.674210,321144
2012-08-17,290.000000,294.375000,289.718994,293.924988,163.253571,767464
