Keuwl Accelerometer Data File
2020-08-26 16-11-34

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.029928,-0.038307,9.749189,9.749310,0.285305,232.001266
0.0100190,-0.022745,-0.031125,9.755175,9.755251,0.226419,233.841812
0.0200100,-0.026336,-0.025139,9.747993,9.748061,0.214891,223.667786
0.0300130,-0.027533,-0.020351,9.752781,9.752841,0.200769,216.469238
0.0399920,-0.032322,-0.023942,9.745598,9.745681,0.236563,216.528854
0.0500220,-0.028730,-0.023942,9.753978,9.754049,0.219397,219.805573
0.0600630,-0.026336,-0.026336,9.756371,9.756443,0.219397,225.000000
0.0700150,-0.027533,-0.028730,9.756371,9.756453,0.233231,226.218872
0.0800250,-0.028730,-0.034716,9.752781,9.752885,0.264670,230.389313
0.0900280,-0.028730,-0.028730,9.753978,9.754063,0.239031,225.000000
0.1000020,-0.017957,-0.025139,9.745598,9.745646,0.181308,234.462326
0.1101450,-0.027533,-0.020351,9.751583,9.751643,0.200769,216.469238
0.1200330,-0.027533,-0.019154,9.747993,9.748050,0.195835,214.824493
0.1300120,-0.022745,-0.025139,9.745598,9.745657,0.199792,227.862411
0.1400260,-0.027533,-0.028730,9.757569,9.757650,0.233231,226.218872
0.1500170,-0.029928,-0.028730,9.751583,9.751672,0.244694,223.830856
0.1600720,-0.025139,-0.033519,9.749189,9.749279,0.245493,233.130096
0.1700280,-0.022745,-0.026336,9.756371,9.756433,0.204630,229.184921
0.1801230,-0.025139,-0.022745,9.752781,9.752840,0.199792,222.137589
0.1900140,-0.028730,-0.013168,9.751583,9.751635,0.186626,204.623566
0.2000120,-0.027533,-0.019154,9.751583,9.751640,0.195835,214.824493
0.2101040,-0.026336,-0.023942,9.761160,9.761225,0.208420,222.273682
0.2199970,-0.021548,-0.033519,9.755175,9.755256,0.233231,237.264771
0.2300620,-0.028730,-0.037110,9.750386,9.750499,0.275536,232.253189
0.2400200,-0.027533,-0.032322,9.750386,9.750479,0.249446,229.573914
0.2500420,-0.028730,-0.026336,9.746795,9.746873,0.229850,222.510452
0.2600300,-0.032322,-0.022745,9.744401,9.744481,0.232390,215.134201
0.2701800,-0.027533,-0.019154,9.755175,9.755232,0.195835,214.824493
0.2800000,-0.026336,-0.020351,9.757569,9.757626,0.194834,217.694244
0.2900330,-0.027533,-0.025139,9.755175,9.755245,0.217606,222.397446
0.3000110,-0.025139,-0.028730,9.749189,9.749264,0.223812,228.814072
0.3100310,-0.027533,-0.029928,9.759963,9.760048,0.239031,227.385941
0.3200400,-0.028730,-0.033519,9.753978,9.754078,0.259443,229.398712
0.3300390,-0.021548,-0.028730,9.749189,9.749255,0.210289,233.130096
0.3402740,-0.028730,-0.025139,9.756371,9.756446,0.223812,221.185928
0.3500190,-0.017957,-0.021548,9.749189,9.749229,0.164325,230.194427
0.3600180,-0.028730,-0.021548,9.752781,9.752847,0.210289,216.869904
0.3700230,-0.026336,-0.027533,9.762358,9.762432,0.223812,226.273026
0.3799990,-0.027533,-0.025139,9.757569,9.757641,0.219397,222.397446
0.3900810,-0.027533,-0.032322,9.747993,9.748085,0.249446,229.573914
0.4000180,-0.027533,-0.032322,9.752781,9.752873,0.249446,229.573914
0.4100470,-0.019154,-0.025139,9.746795,9.746846,0.186626,232.696045
0.4200210,-0.025139,-0.025139,9.750386,9.750451,0.209357,225.000000
0.4300130,-0.025139,-0.020351,9.757569,9.757623,0.189746,218.990997
0.4400250,-0.020351,-0.023942,9.740809,9.740860,0.184517,229.635468
0.4500240,-0.023942,-0.026336,9.752781,9.752846,0.209357,227.726318
0.4601230,-0.027533,-0.031125,9.763555,9.763642,0.243090,228.503525
0.4700090,-0.027533,-0.027533,9.749189,9.749268,0.229850,225.000000
0.4800360,-0.016759,-0.026336,9.751583,9.751634,0.184517,237.528809
0.4900210,-0.022745,-0.027533,9.752781,9.752847,0.210289,230.440323
0.5001300,-0.026336,-0.023942,9.753978,9.754043,0.209357,222.273682
0.5100320,-0.026336,-0.023942,9.755175,9.755239,0.209357,222.273682
0.5199900,-0.027533,-0.022745,9.755175,9.755239,0.209357,219.559662
0.5299990,-0.021548,-0.025139,9.743204,9.743260,0.194834,229.398697
0.5399950,-0.026336,-0.028730,9.745598,9.745676,0.229850,227.489548
0.5500320,-0.029928,-0.032322,9.752781,9.752880,0.258688,227.202591
0.5600100,-0.021548,-0.031125,9.753978,9.754051,0.222056,235.304840
0.5700549,-0.026336,-0.021548,9.746795,9.746854,0.199792,219.289413
0.5800130,-0.028730,-0.022745,9.751583,9.751652,0.214891,218.367493
0.5900410,-0.025139,-0.025139,9.742006,9.742071,0.209357,225.000000
0.6000220,-0.026336,-0.023942,9.753978,9.754043,0.209357,222.273682
0.6099989,-0.021548,-0.025139,9.756371,9.756428,0.194834,229.398697
0.6200140,-0.022745,-0.028730,9.755175,9.755243,0.214891,231.632507
0.6300070,-0.026336,-0.029928,9.750386,9.750467,0.233231,228.652222
0.6400300,-0.031125,-0.027533,9.753978,9.754066,0.244694,221.496475
0.6500140,-0.025139,-0.025139,9.753978,9.754043,0.209357,225.000000
0.6600970,-0.027533,-0.023942,9.745598,9.745666,0.213979,221.009079
0.6700069,-0.026336,-0.019154,9.739613,9.739667,0.191797,216.027374
0.6799859,-0.023942,-0.026336,9.750386,9.750451,0.209357,227.726318
0.6900220,-0.019154,-0.027533,9.757569,9.757627,0.195835,235.175507
0.7000039,-0.023942,-0.027533,9.753978,9.754045,0.213062,228.990906
0.7100260,-0.028730,-0.023942,9.752781,9.752852,0.219397,219.805573
0.7200140,-0.023942,-0.027533,9.750386,9.750454,0.213979,228.990906
0.7300290,-0.023942,-0.027533,9.755175,9.755242,0.213062,228.990906
0.7400160,-0.029928,-0.022745,9.752781,9.752853,0.221173,217.234833
0.7500179,-0.025139,-0.023942,9.750386,9.750448,0.204630,223.602814
0.7600030,-0.026336,-0.026336,9.752781,9.752852,0.219397,225.000000
0.7699920,-0.026336,-0.026336,9.752781,9.752852,0.219397,225.000000
0.7800250,-0.023942,-0.029928,9.755175,9.755250,0.225554,231.340195
0.7900330,-0.025139,-0.028730,9.744401,9.744476,0.225554,228.814072
0.8000069,-0.034716,-0.031125,9.737218,9.737329,0.274112,221.877869
0.8100110,-0.026336,-0.025139,9.751583,9.751652,0.214891,223.667786
0.8200560,-0.027533,-0.026336,9.749189,9.749264,0.223812,223.726974
0.8299900,-0.026336,-0.028730,9.747993,9.748071,0.229850,227.489548
0.8399870,-0.021548,-0.025139,9.755175,9.755231,0.194834,229.398697
0.8500310,-0.023942,-0.023942,9.755175,9.755233,0.197824,225.000000
0.8600140,-0.021548,-0.028730,9.753978,9.754044,0.210289,233.130096
0.8700210,-0.027533,-0.025139,9.751583,9.751655,0.219397,222.397446
0.8800200,-0.029928,-0.025139,9.740809,9.740888,0.229850,220.030258
0.8901489,-0.029928,-0.023942,9.745598,9.745673,0.225554,218.659805
0.8999970,-0.026336,-0.019154,9.747993,9.748047,0.191797,216.027374
0.9099960,-0.025139,-0.023942,9.753978,9.754040,0.204630,223.602814
0.9200140,-0.028730,-0.025139,9.747993,9.748068,0.225554,221.185928
0.9299900,-0.025139,-0.029928,9.749189,9.749268,0.229850,229.969742
0.9400200,-0.020351,-0.026336,9.752781,9.752838,0.195835,232.305756
0.9500099,-0.025139,-0.027533,9.753978,9.754049,0.219397,227.602570
0.9600920,-0.023942,-0.026336,9.758766,9.758831,0.208420,227.726318
0.9700209,-0.020351,-0.025139,9.757569,9.757623,0.189746,231.009003
0.9799900,-0.026336,-0.023942,9.759963,9.760028,0.208420,222.273682
0.9900630,-0.017957,-0.026336,9.757569,9.757622,0.187672,235.713120
1.0000110,-0.023942,-0.025139,9.746795,9.746857,0.204630,226.397186
1.0100590,-0.023942,-0.027533,9.749189,9.749257,0.213979,228.990906
1.0200090,-0.028730,-0.027533,9.749189,9.749270,0.233231,223.781128
1.0299900,-0.025139,-0.025139,9.746795,9.746860,0.209357,225.000000
1.0400200,-0.027533,-0.026336,9.747993,9.748067,0.223812,223.726974
1.0499920,-0.025139,-0.025139,9.749189,9.749254,0.209357,225.000000
1.0600100,-0.029928,-0.023942,9.758766,9.758842,0.225554,218.659805
1.0700090,-0.023942,-0.028730,9.745598,9.745669,0.219397,230.194427
1.0800189,-0.025139,-0.025139,9.757569,9.757634,0.209357,225.000000
1.0900230,-0.020351,-0.028730,9.740809,9.740873,0.207479,234.688782
1.0999939,-0.022745,-0.027533,9.747993,9.748058,0.210289,230.440323
1.1100110,-0.025139,-0.025139,9.747993,9.748057,0.209357,225.000000
1.1199939,-0.023942,-0.027533,9.755175,9.755242,0.213062,228.990906
1.1300020,-0.026336,-0.025139,9.751583,9.751652,0.214891,223.667786
1.1400130,-0.022745,-0.025139,9.746795,9.746854,0.199792,227.862411
1.1500889,-0.022745,-0.025139,9.750386,9.750445,0.199792,227.862411
1.1600270,-0.026336,-0.025139,9.752781,9.752849,0.213062,223.667786
1.1699979,-0.025139,-0.031125,9.743204,9.743286,0.234902,231.072464
1.1800309,-0.023942,-0.025139,9.752781,9.752843,0.204630,226.397186
1.1900220,-0.026336,-0.033519,9.751583,9.751677,0.251010,231.842773
1.2000469,-0.025139,-0.026336,9.751583,9.751652,0.214891,226.332214
1.2100160,-0.026336,-0.022745,9.756371,9.756433,0.204630,220.815079
1.2199839,-0.028730,-0.027533,9.750386,9.750467,0.233231,223.781128
