Keuwl Accelerometer Data File
2020-08-26 16-24-36

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.211887,-0.134075,9.724051,9.727283,1.476975,212.324341
0.0099830,-0.205901,-0.132878,9.733627,9.736712,1.442115,212.836136
0.0199950,-0.201113,-0.146046,9.728839,9.732014,1.463532,215.986801
0.0299940,-0.205901,-0.132878,9.738416,9.741498,1.441301,212.836136
0.0400000,-0.202310,-0.147243,9.728839,9.732056,1.473128,216.047531
0.0499700,-0.199916,-0.148441,9.720459,9.723648,1.467404,216.594437
0.0599840,-0.204704,-0.132878,9.736021,9.739079,1.435996,212.988525
0.0701760,-0.204704,-0.142455,9.725247,9.728444,1.468871,214.834305
0.0800210,-0.205901,-0.128090,9.746795,9.749810,1.425052,211.885452
0.0900030,-0.210690,-0.140061,9.733627,9.736915,1.488852,213.614868
0.1000260,-0.199916,-0.140061,9.734824,9.737884,1.436268,215.015045
0.1101540,-0.196325,-0.141258,9.731233,9.734238,1.423678,215.735474
0.1200430,-0.204704,-0.142455,9.727641,9.730837,1.468471,214.834305
0.1299940,-0.202310,-0.131681,9.728839,9.731833,1.421202,213.059601
0.1400160,-0.199916,-0.144849,9.722853,9.725986,1.454546,215.925247
0.1499890,-0.195127,-0.144849,9.726444,9.729480,1.431218,216.587646
0.1599910,-0.199916,-0.130484,9.725247,9.728177,1.406252,213.132263
0.1701550,-0.207098,-0.141258,9.724051,9.727282,1.476843,214.297150
0.1799970,-0.205901,-0.136469,9.736021,9.739155,1.453469,213.536041
0.1900090,-0.210690,-0.135272,9.736021,9.739240,1.473128,212.702301
0.2000030,-0.202310,-0.140061,9.732430,9.735539,1.448209,214.695160
0.2100120,-0.202310,-0.128090,9.734824,9.737768,1.408894,212.339371
0.2200190,-0.192733,-0.148441,9.731233,9.734273,1.432038,217.602966
0.2299980,-0.202310,-0.134075,9.730036,9.733063,1.429029,213.533310
0.2400070,-0.204704,-0.144849,9.726444,9.729676,1.476843,215.283310
0.2499840,-0.202310,-0.135272,9.730036,9.733079,1.432858,213.768234
0.2600980,-0.203507,-0.136469,9.730036,9.733121,1.442658,213.845337
0.2700080,-0.204704,-0.138864,9.737218,9.740359,1.455218,214.151505
0.2799980,-0.199916,-0.141258,9.726444,9.729524,1.441572,215.244522
0.2899960,-0.208296,-0.141258,9.725247,9.728503,1.482398,214.143585
0.2999790,-0.199916,-0.137667,9.725247,9.728276,1.429850,214.552185
0.3100130,-0.205901,-0.140061,9.738416,9.741599,1.464735,214.224808
0.3200230,-0.193930,-0.144849,9.738416,9.741424,1.423816,216.756546
0.3300270,-0.209493,-0.128090,9.736021,9.739118,1.444826,211.442810
0.3400250,-0.192733,-0.141258,9.728839,9.731773,1.407087,216.238403
0.3500970,-0.198719,-0.130484,9.737218,9.740120,1.398718,213.289963
0.3599940,-0.203507,-0.130484,9.736021,9.739022,1.422441,212.667038
0.3700230,-0.209493,-0.144849,9.736021,9.739352,1.498547,214.661087
0.3800250,-0.208296,-0.138864,9.737218,9.740436,1.472729,213.690063
0.3900020,-0.220267,-0.129287,9.746795,9.750140,1.501026,210.411087
0.4000590,-0.207098,-0.129287,9.738416,9.741476,1.436268,211.975601
0.4100190,-0.204704,-0.131681,9.728839,9.731883,1.433131,212.752167
0.4200580,-0.198719,-0.142455,9.730036,9.733108,1.439535,215.635513
0.4300030,-0.208296,-0.137667,9.734824,9.738026,1.469270,213.461502
0.4400140,-0.208296,-0.137667,9.716867,9.720075,1.471932,213.461502
0.4499880,-0.207098,-0.132878,9.731233,9.734344,1.448614,212.684982
0.4600050,-0.210690,-0.131681,9.736021,9.739191,1.461927,212.005386
0.4700400,-0.199916,-0.135272,9.726444,9.729439,1.421615,214.084122
0.4800020,-0.201113,-0.135272,9.726444,9.729464,1.427385,213.925522
0.4901820,-0.204704,-0.138864,9.718064,9.721211,1.457905,214.151505
0.5000110,-0.205901,-0.132878,9.736021,9.739104,1.441708,212.836136
0.5099970,-0.204704,-0.135272,9.724051,9.727146,1.445504,213.457474
0.5200040,-0.192733,-0.143652,9.736021,9.738988,1.414300,216.698700
0.5300000,-0.208296,-0.129287,9.730036,9.733124,1.443336,211.827438
0.5400170,-0.199916,-0.138864,9.725247,9.728293,1.433814,214.784256
0.5499880,-0.213084,-0.136469,9.744401,9.747685,1.487405,212.637512
0.5600370,-0.204704,-0.130484,9.734824,9.737850,1.428344,212.514542
0.5699850,-0.201113,-0.143652,9.726444,9.729584,1.455622,215.537674
0.5799749,-0.208296,-0.136469,9.725247,9.728436,1.466871,213.231705
0.5900100,-0.202310,-0.131681,9.736021,9.739013,1.420238,213.059601
0.5999730,-0.201113,-0.146046,9.726444,9.729619,1.463666,215.986801
0.6100129,-0.207098,-0.136469,9.726444,9.729606,1.460587,213.383270
0.6199890,-0.205901,-0.136469,9.727641,9.730777,1.454546,213.536041
0.6300080,-0.204704,-0.131681,9.731233,9.734276,1.432721,212.752167
0.6399900,-0.202310,-0.137667,9.730036,9.733112,1.440622,214.234238
0.6500390,-0.213084,-0.130484,9.738416,9.741620,1.469670,211.481613
0.6599810,-0.213084,-0.135272,9.740809,9.744079,1.484244,212.408661
0.6699820,-0.202310,-0.137667,9.730036,9.733112,1.440622,214.234238
0.6799950,-0.221464,-0.130484,9.737218,9.740610,1.512197,210.506134
0.6899790,-0.205901,-0.135272,9.733627,9.736745,1.449964,213.303986
0.7000039,-0.214281,-0.124498,9.725247,9.728404,1.459649,210.156830
0.7099950,-0.210690,-0.134075,9.736021,9.739223,1.469404,212.471191
0.7200380,-0.197522,-0.141258,9.738416,9.741443,1.428344,215.570511
0.7299950,-0.201113,-0.137667,9.730036,9.733088,1.434769,214.392563
0.7399719,-0.205901,-0.143652,9.738416,9.741652,1.476843,214.902496
0.7499880,-0.207098,-0.141258,9.736021,9.739248,1.474986,214.297150
0.7599820,-0.201113,-0.138864,9.739613,9.742679,1.437494,214.624161
0.7700199,-0.198719,-0.138864,9.719262,9.722285,1.428892,214.945663
0.7800019,-0.211887,-0.131681,9.736021,9.739217,1.467805,211.859665
0.7900220,-0.197522,-0.132878,9.730036,9.732947,1.401513,213.929794
0.7999970,-0.205901,-0.135272,9.738416,9.741531,1.449154,213.303986
0.8099779,-0.208296,-0.135272,9.732430,9.735598,1.461793,213.000717
0.8199980,-0.201113,-0.135272,9.731233,9.734251,1.426836,213.925522
0.8299740,-0.203507,-0.135272,9.728839,9.731908,1.438991,213.612228
0.8400019,-0.208296,-0.143652,9.730036,9.733326,1.489772,214.592285
0.8499700,-0.201113,-0.134075,9.727641,9.730643,1.423266,213.690063
0.8600220,-0.197522,-0.146046,9.728839,9.731939,1.446316,216.479004
0.8699930,-0.196325,-0.132878,9.734824,9.737710,1.394935,214.091293
0.8799820,-0.202310,-0.132878,9.725247,9.728259,1.425738,213.297104
0.8899909,-0.202310,-0.148441,9.728839,9.732075,1.477505,216.268539
0.8999720,-0.202310,-0.137667,9.728839,9.731916,1.440893,214.234238
0.9100110,-0.208296,-0.129287,9.726444,9.729533,1.443743,211.827438
0.9199989,-0.202310,-0.131681,9.743204,9.746194,1.419273,213.059601
0.9299989,-0.195127,-0.149638,9.724051,9.727159,1.448479,217.483551
0.9400010,-0.205901,-0.141258,9.732430,9.735632,1.469670,214.451935
0.9499690,-0.199916,-0.146046,9.726444,9.729594,1.458040,216.149582
0.9600019,-0.209493,-0.132878,9.736021,9.739182,1.459649,212.386368
0.9699860,-0.204704,-0.134075,9.725247,9.728326,1.441436,213.223633
0.9800000,-0.207098,-0.137667,9.730036,9.733213,1.464067,213.613571
0.9900110,-0.211887,-0.130484,9.730036,9.733217,1.465002,211.625565
