Keuwl Accelerometer Data File
2020-08-26 16-06-32

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.152032,0.008380,9.739613,9.740803,0.895693,176.845154
0.0099900,-0.147243,0.014365,9.740809,9.741933,0.870207,174.427795
0.0200020,-0.138864,0.014365,9.747993,9.748993,0.820915,174.093857
0.0300130,-0.146046,-0.015562,9.744401,9.745508,0.863661,186.082336
0.0399960,-0.147243,0.001197,9.744401,9.745514,0.865924,179.534195
0.0501460,-0.153229,-0.003591,9.730036,9.731243,0.902657,181.342621
0.0600320,-0.143652,-0.002394,9.738416,9.739475,0.845110,180.954834
0.0700050,-0.146046,-0.014365,9.736021,9.737127,0.863661,185.617584
0.0800120,-0.144849,-0.014365,9.740809,9.741897,0.855923,185.663712
0.0901670,-0.147243,-0.011971,9.734824,9.735945,0.869307,184.647964
0.1000980,-0.148441,-0.011971,9.731233,9.732372,0.876926,184.610657
0.1100050,-0.148441,0.001197,9.733627,9.734759,0.873797,179.537949
0.1200800,-0.147243,-0.011971,9.750386,9.751506,0.868180,184.647964
0.1299980,-0.140061,-0.015562,9.725247,9.726269,0.830394,186.340195
0.1400090,-0.152032,-0.003591,9.737218,9.738405,0.894818,181.353195
0.1500010,-0.147243,0.004788,9.742006,9.743120,0.866375,178.137375
0.1600050,-0.147243,-0.009577,9.738416,9.739533,0.867955,183.721313
0.1699990,-0.147243,-0.001197,9.743204,9.744317,0.865924,180.465805
0.1800070,-0.136469,-0.008380,9.730036,9.730996,0.805029,183.513748
0.1900780,-0.149638,-0.003591,9.746795,9.747944,0.879823,181.374832
0.2000260,-0.146046,-0.005986,9.742006,9.743102,0.859345,182.346878
0.2100080,-0.147243,-0.002394,9.737218,9.738332,0.866601,180.931549
0.2200390,-0.138864,0.001197,9.742006,9.742996,0.816852,179.506088
0.2299760,-0.144849,-0.008380,9.742006,9.743087,0.853404,183.310944
0.2400000,-0.152032,-0.007183,9.738416,9.739605,0.895474,182.704880
0.2500240,-0.134075,-0.001197,9.736021,9.736944,0.789071,180.511551
0.2600570,-0.152032,0.009577,9.744401,9.745592,0.895911,176.395584
0.2700160,-0.136469,0.003591,9.744401,9.745358,0.802838,178.492569
0.2800250,-0.146046,-0.004788,9.734824,9.735921,0.860028,181.877884
0.2900130,-0.152032,-0.004788,9.731233,9.732422,0.895693,181.804001
0.3000450,-0.141258,-0.004788,9.734824,9.735850,0.831807,181.941483
0.3100250,-0.136469,-0.003591,9.737218,9.738175,0.803569,181.507431
0.3200420,-0.141258,-0.005986,9.746795,9.747820,0.830866,182.426331
