Keuwl Accelerometer Data File
2020-08-23 23-29-58

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
0.0000000,-0.096965,-0.025139,9.799467,9.799979,0.585840,194.534454
0.0101730,-0.094571,-0.015562,9.770737,9.771207,0.561974,189.344666
0.0200360,-0.106542,-0.005986,9.779117,9.779698,0.624950,183.215485
0.0300100,-0.104148,-0.020351,9.785102,9.785678,0.621811,191.056412
0.0400280,-0.089783,-0.023942,9.788693,9.789135,0.544286,194.931412
0.0500490,-0.096965,-0.022745,9.786300,9.786806,0.582827,193.201080
0.0600170,-0.090980,-0.023942,9.783905,9.784357,0.550719,194.743561
0.0700260,-0.102951,-0.019154,9.781511,9.782072,0.613575,190.539185
0.0800030,-0.098162,-0.008380,9.777920,9.778416,0.577091,184.879272
0.0901920,-0.096965,-0.023942,9.797073,9.797583,0.584168,193.869690
0.1003050,-0.101754,-0.022745,9.785102,9.785658,0.610698,192.600159
0.1099750,-0.095768,-0.019154,9.783905,9.784392,0.571982,191.309937
0.1200040,-0.096965,-0.023942,9.785102,9.785612,0.585172,193.869690
0.1300100,-0.106542,-0.022745,9.786300,9.786906,0.637965,192.050781
0.1400170,-0.099359,-0.022745,9.780313,9.780845,0.597089,192.893738
0.1500360,-0.098162,-0.010774,9.780313,9.780812,0.578784,186.263489
0.1599920,-0.096965,-0.017957,9.782708,9.783205,0.577430,190.491470
0.1700500,-0.098162,-0.017957,9.786300,9.786808,0.583833,190.366318
0.1799720,-0.101754,-0.025139,9.792285,9.792846,0.613256,193.877533
0.1899750,-0.100556,-0.022745,9.780313,9.780857,0.603931,192.745285
0.2000420,-0.112527,-0.011971,9.781511,9.782166,0.662638,186.072449
0.2100570,-0.100556,-0.010774,9.777920,9.778442,0.592483,186.115509
0.2199800,-0.092177,-0.021548,9.785102,9.785560,0.554261,193.157547
0.2300410,-0.095768,-0.016759,9.780313,9.780797,0.569583,189.926239
0.2400000,-0.110133,-0.003591,9.779117,9.779737,0.645587,181.867676
0.2499990,-0.102951,-0.020351,9.779117,9.779679,0.614530,191.181763
0.2599620,-0.102951,-0.023942,9.785102,9.785673,0.618972,193.091888
0.2699570,-0.106542,-0.016759,9.781511,9.782106,0.632110,188.939560
0.2800490,-0.106542,-0.010774,9.777920,9.778506,0.627450,185.774323
0.2900080,-0.104148,-0.016759,9.786300,9.786868,0.617390,189.141647
0.2999790,-0.107739,-0.019154,9.785102,9.785714,0.641024,190.080597
0.3100250,-0.098162,-0.023942,9.786300,9.786821,0.591491,193.706955
0.3199760,-0.101754,-0.011971,9.787497,9.788033,0.599705,186.709839
0.3300050,-0.100556,-0.017957,9.777920,9.778453,0.598398,190.124664
0.3400290,-0.098162,-0.022745,9.780313,9.780832,0.590167,193.045639
0.3500320,-0.104148,-0.021548,9.783905,9.784483,0.622754,191.689362
0.3600570,-0.101754,-0.020351,9.786300,9.786850,0.607485,191.309937
0.3700060,-0.101754,-0.017957,9.780313,9.780859,0.605226,190.007980
0.3800010,-0.102951,-0.011971,9.777920,9.778469,0.607163,186.632507
0.3901210,-0.099359,-0.022745,9.788693,9.789225,0.596761,192.893738
0.4000090,-0.101754,-0.023942,9.785102,9.785661,0.612298,193.240524
0.4101280,-0.095768,-0.019154,9.783905,9.784392,0.571982,191.309937
0.4215600,-0.102951,-0.015562,9.779117,9.779671,0.610056,188.595917
0.4300110,-0.106542,-0.007183,9.783905,9.784488,0.625263,183.856796
0.4399820,-0.100556,-0.023942,9.783905,9.784451,0.604903,193.392502
0.4500710,-0.102951,-0.014365,9.782708,9.783260,0.608772,187.943466
0.4599740,-0.104148,-0.016759,9.779117,9.779686,0.618340,189.141647
0.4699680,-0.111330,-0.010774,9.779117,9.779757,0.655513,185.527542
0.4799980,-0.098162,-0.015562,9.779117,9.779622,0.582491,189.008499
0.4899740,-0.108936,-0.017957,9.783905,9.784528,0.646496,189.360184
0.4999860,-0.094571,-0.022745,9.785102,9.785585,0.569583,193.523163
0.5100210,-0.102951,-0.016759,9.783905,9.784461,0.610698,189.246109
0.5199910,-0.105345,-0.022745,9.780313,9.780908,0.631491,192.183655
0.5304680,-0.096965,-0.009577,9.783905,9.784390,0.570612,185.640549
0.5399830,-0.099359,-0.023942,9.786300,9.786833,0.598071,193.547943
0.5499880,-0.092177,-0.019154,9.782708,9.783161,0.551429,191.738571
0.5599630,-0.101754,-0.023942,9.781511,9.782070,0.612298,193.240524
0.5700420,-0.101754,-0.021548,9.781511,9.782064,0.609415,191.956589
0.5799879,-0.100556,-0.020351,9.786300,9.786838,0.600683,191.441040
0.5899540,-0.107739,-0.016759,9.783905,9.784513,0.638578,188.841812
0.5999680,-0.098162,-0.013168,9.780313,9.780815,0.580135,187.640411
0.6099890,-0.102951,-0.021548,9.781511,9.782077,0.616120,191.821487
0.6199830,-0.094571,-0.023942,9.791088,9.791574,0.570955,194.206772
0.6300010,-0.095768,-0.023942,9.787497,9.787994,0.577769,194.036240
0.6400140,-0.096965,-0.017957,9.786300,9.786797,0.577430,190.491470
0.6500289,-0.098162,-0.025139,9.791088,9.791613,0.593143,194.364578
0.6600540,-0.100556,-0.019154,9.779117,9.779652,0.599378,190.784302
0.6699939,-0.099359,-0.016759,9.776723,9.777243,0.590829,189.574234
0.6799950,-0.100556,-0.010774,9.781511,9.782034,0.592153,186.115509
0.6900240,-0.095768,-0.023942,9.785102,9.785600,0.577769,194.036240
0.6999780,-0.098162,-0.025139,9.785102,9.785626,0.593143,194.364578
0.7099800,-0.093374,-0.019154,9.783905,9.784369,0.558131,191.592178
0.7199970,-0.101754,-0.014365,9.791088,9.791628,0.601659,188.035706
0.7300180,-0.100556,-0.016759,9.779117,9.779648,0.597089,189.462326
0.7399780,-0.099359,-0.016759,9.789890,9.790409,0.589835,189.574234
0.7500039,-0.098162,-0.020351,9.786300,9.786813,0.586842,191.712479
0.7599620,-0.095768,-0.022745,9.783905,9.784400,0.576412,193.360214
0.7699780,-0.093374,-0.010774,9.782708,9.783159,0.550364,186.581940
0.7799850,-0.099359,-0.019154,9.780313,9.780837,0.592813,190.911133
0.7899740,-0.106542,-0.013168,9.783905,9.784494,0.629007,187.045776
0.7999870,-0.106542,-0.016759,9.782708,9.783302,0.631491,188.939560
0.8100230,-0.101754,-0.013168,9.780313,9.780851,0.601008,187.373764
0.8199630,-0.099359,-0.016759,9.779117,9.779635,0.590167,189.574234
0.8299940,-0.106542,-0.011971,9.782708,9.783296,0.627761,186.410843
0.8399710,-0.098162,-0.013168,9.781511,9.782013,0.580135,187.640411
0.8499800,-0.104148,-0.022745,9.783905,9.784486,0.624323,192.319443
0.8599700,-0.105345,-0.017957,9.783905,9.784489,0.625888,189.673355
0.8699900,-0.102951,-0.020351,9.781511,9.782074,0.614530,191.181763
0.8800110,-0.104148,-0.019154,9.783905,9.784478,0.620235,190.420715
0.8900229,-0.104148,-0.014365,9.785102,9.785666,0.615485,187.853317
0.9000110,-0.095768,-0.022745,9.785102,9.785597,0.576412,193.360214
0.9125969,-0.101754,-0.013168,9.779117,9.779655,0.601008,187.373764
0.9300090,-0.102951,-0.014365,9.777920,9.778472,0.608772,187.943466
0.9400979,-0.099359,-0.017957,9.779117,9.779637,0.591160,190.244080
0.9500359,-0.094571,-0.016759,9.779117,9.779588,0.562322,190.049347
0.9600019,-0.102951,-0.015562,9.783905,9.784459,0.609736,188.595917
0.9701040,-0.104148,-0.013168,9.776723,9.777287,0.615167,187.206055
0.9800550,-0.098162,-0.022745,9.782708,9.783227,0.590167,193.045639
0.9900370,-0.105345,-0.015562,9.783905,9.784485,0.623696,188.403366
1.0000809,-0.090980,-0.020351,9.779117,9.779561,0.546081,192.608612
1.0100560,-0.096965,-0.021548,9.783905,9.784410,0.581819,192.528809
1.0199989,-0.088585,-0.023942,9.786300,9.786730,0.537048,195.124008
1.0300039,-0.101754,-0.014365,9.782708,9.783248,0.601984,188.035706
1.0399719,-0.102951,-0.020351,9.788693,9.789256,0.614212,191.181763
1.0500079,-0.098162,-0.025139,9.783905,9.784430,0.593143,194.364578
1.0599999,-0.099359,-0.020351,9.779117,9.779642,0.593803,191.575195
1.0700140,-0.101754,-0.015562,9.783905,9.784447,0.602959,188.695496
1.0799929,-0.095768,-0.021548,9.781511,9.782003,0.574713,192.680389
